,product url,product title,price,reviews,rating
501,https://www.daraz.pk/products/nokia-105-2019-dual-sim-fm-radio-800mah-battery-i117022187-s1269352108.html?search=1,Nokia 105 (2019) - Dual SIM - FM Radio - 800mAh Battery,"Rs. 2,600",(211), 4.8
502,https://www.daraz.pk/products/realme-7-pro-65w-super-dart-charge-8gb-ram-128gb-rom-64mp-sony-quad-camera-64-super-amoled-display-i184688864-s1369308975.html?search=1,"Realme 7 Pro - 6.4"" Super AMOLED Display - 8GB RAM 128GB ROM - 64MP Sony Quad Camera - 65W Super Dart Charge (Pre-Booking from 3rd till 15th Nov)","Rs. 49,999",(116), 4.9
503,https://www.daraz.pk/products/nokia-c1-545-display-1gb-ram-16gb-rom-one-year-replacement-warranty-i138544171-s1298584372.html?search=1,Nokia C1 - 5.45  Display - 1Gb Ram - 16Gb Rom - One Year Replacement Warranty,"Rs. 7,999",(81), 5.0
504,https://www.daraz.pk/products/jazz-digit-4g-elite-i201480230-s1415112372.html?search=1,Jazz Digit 4G Elite,"Rs. 4,399",(22), 4.9
505,https://www.daraz.pk/products/vivo-y51s-8gb-128gb-48mp-rear-camera-5000mah-i202346668-s1401636820.html?search=1,vivo Y51s - 8GB - 128GB - 48MP Rear Camera - 5000mAh,"Rs. 39,999",(21), 4.8
506,https://www.daraz.pk/products/nokia-1-plus-smartphone-545-ips-lcd-display-1gb-ram-8gb-rom-i107042459-s1255382217.html?search=1,Nokia 1 Plus Smartphone - 5.45  IPS LCD Display - 1GB RAM - 8GB ROM,"Rs. 10,999",(277), 4.9
507,https://www.daraz.pk/products/nokia-105-2019-dual-sim-fm-radio-800mah-battery-i117022187-s1269352108.html?search=1,Nokia 105 (2019) - Dual SIM - FM Radio - 800mAh Battery,"Rs. 2,600",(211), 4.9
508,https://www.daraz.pk/products/realme-7-pro-65w-super-dart-charge-8gb-ram-128gb-rom-64mp-sony-quad-camera-64-super-amoled-display-i184688864-s1369308975.html?search=1,"Realme 7 Pro - 6.4"" Super AMOLED Display - 8GB RAM 128GB ROM - 64MP Sony Quad Camera - 65W Super Dart Charge (Pre-Booking from 3rd till 15th Nov)","Rs. 49,999",(116), 4.7
509,https://www.daraz.pk/products/nokia-c1-545-display-1gb-ram-16gb-rom-one-year-replacement-warranty-i138544171-s1298584372.html?search=1,Nokia C1 - 5.45  Display - 1Gb Ram - 16Gb Rom - One Year Replacement Warranty,"Rs. 7,999",(81), 5.0
510,https://www.daraz.pk/products/jazz-digit-4g-elite-i201480230-s1415112372.html?search=1,Jazz Digit 4G Elite,"Rs. 4,399",(22), 4.8
511,https://www.daraz.pk/products/vivo-y51s-8gb-128gb-48mp-rear-camera-5000mah-i202346668-s1401636820.html?search=1,vivo Y51s - 8GB - 128GB - 48MP Rear Camera - 5000mAh,"Rs. 39,999",(21), 4.9
512,https://www.daraz.pk/products/nokia-1-plus-smartphone-545-ips-lcd-display-1gb-ram-8gb-rom-i107042459-s1255382217.html?search=1,Nokia 1 Plus Smartphone - 5.45  IPS LCD Display - 1GB RAM - 8GB ROM,"Rs. 10,999",(277), 4.9
513,https://www.daraz.pk/products/infinix-note-8-6gb-ram-128gb-rom-6416mp-ultra-hd-camera-helio-g80-processor-695-hd-display-5200-mah-battery-i212564348-s1420658053.html?search=1,"Infinix NOTE 8 - 6GB RAM 128GB ROM - 64+16MP Ultra HD Camera - Helio G80 Processor - 6.95"" HD+ Display - 5200 mAh Battery","Rs. 29,999",(23), 4.7
514,https://www.daraz.pk/products/nokia-105-2019-dual-sim-fm-radio-800mah-battery-i117022187-s1269352108.html?search=1,Nokia 105 (2019) - Dual SIM - FM Radio - 800mAh Battery,"Rs. 2,600",(211), 4.5
